Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted ,
QCDR,,,,,LMBR7,,,,,,,2024,,,,,,,,,,
QCDR,,,,,LMBR8,,,,,,,2024,,,,,,,,,,
QCDR,,,,,LMBR9,,,,,,,2024,,,,,,,,,,
QCDR,,,,,MBHR1,,,"The percentage of adult patients (18 years and older) with an anxiety disorder diagnosis (e.g., generalized anxiety disorder, social anxiety disorder, or panic disorder) who have completed a standardized tool (e.g., GAD-7, BAI) during measurement period",,,,,,,,,,,,,,
QCDR,,,,,MBHR3,,,,,,,2024,,,,,,,,,,
QCDR,,,,,MBHR5,,,,,,,2024,,,,,,,,,,
QCDR,,,,,MEDNAX54,,,,,,,2024,,,,,,,,,,
QCDR,,,,,MEDNAX55,,"5303416, 6394618",,,,,,,,,,,,,,,
QCDR,,,,,MEDNAX56,,,,,,,2024,,,,,,,,,,
QCDR,Patients Suffering From a Neck Injury who Improve Physical Function,,,,MSK1,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a neck injury who achieve the Minimal Clinically Important Difference (MCID) in the NDI or PROMIS Pain Interference, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in NDI/PROMIS Pain Interference/or like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Knee Injury who Improve Pain,,,,MSK10,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a knee injury who achieve the Minimal Clinically Important Difference (MCID) in the Numeric Pain Rating Scale, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in the Numeric Pain Rating Scale like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From an Upper Extremity Injury who Improve Physical Function,,,,MSK2,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from an upper extremity injury who achieve the Minimal Clinically Important Difference (MCID) in the QDASH or PROMIS Upper Extremity, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in QDASH/PROMIS Upper Extremity/or like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Back Injury who Improve Physical Function,,,,MSK3,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a back injury who achieve the Minimal Clinically Important Difference (MCID) in the MDQ or PROMIS Pain Interference, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in MDQ/PROMIS Pain Interference/or like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Lower Extremity Injury who Improve Physical Function,,,,MSK4,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a lower extremity injury who achieve the Minimal Clinically Important Difference (MCID) in the LEFS or PROMIS Physical Function, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in LEFS/PROMIS Physical Function/or like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Knee Injury who Improve Physical Function,,,,MSK5,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a knee injury who achieve the Minimal Clinically Important Difference (MCID) in the KOS or PROMIS Physical Function, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in KOS/PROMIS Physical Function/or like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Neck Injury who Improve Pain,,,,MSK6,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a neck injury who achieve the Minimal Clinically Important Difference (MCID) in the Numeric Pain Rating Scale, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in the Numeric Pain Rating Scale like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From an Upper Extremity Injury who Improve Pain,,,,MSK7,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from an upper extremity injury who achieve the Minimal Clinically Important Difference (MCID) in the Numeric Pain Rating Scale, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in the Numeric Pain Rating Scale like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Back Injury who Improve Pain,,,,MSK8,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a back injury who achieve the Minimal Clinically Important Difference (MCID) in the Numeric Pain Rating Scale, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in the Numeric Pain Rating Scale like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Patients Suffering From a Lower Extremity Injury who Improve Pain,,,,MSK9,Advancing Musculoskeletal (MSK) Care and Rehabilitation QCDR; MSK and Rehabilitative Care Outcomes,"3471690, 3565744, 1157686, 7037323, 3967247","Percentage of patients 18 years or older suffering from a lower extremity injury who achieve the Minimal Clinically Important Difference (MCID) in the Numeric Pain Rating Scale, or like mapped measure during the performance year. 


Additionally, a risk-adjusted MCID proportional difference determined by calculating the difference between the risk model predicted and observed MCID proportion will be reported for each PT/OT/MSK Provider/Group. The risk adjustment will be calculated using a logistic regression model using: baseline function score, baseline pain score, age, sex, payer, surgical status, and symptom duration (time from surgery or symptom onset to baseline physical therapy visit) as well as instrument tool used. These measures will serve as a PT/OT/MSK Provider performance measure at the eligible PT/OT/MSK Provider or group level.

This measure will include one rate:
1) The overall performance rate of non-surgical and surgical patients who achieve the MCID in the Numeric Pain Rating Scale like mapped measure.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,,,,,MSN13,,"6394618, 5303416, 6704504","Percentage of patients, regardless of age, undergoing Coronary Calcium Scoring who have measurable coronary artery calcification (CAC) with total CACS, regional distribution scoring, AND whether or not the regional distribution/total CACS warrant further evaluation documented in the Final report.",,,,,,,,,,,,,,
QCDR,,,,,MSN15,,"5303416, 6394618, 6704504",,,,,,,,,,,,,,,
QCDR,,,,,MSN16,,,,,,,2024,,,,,,,,,,
QCDR,Prostate Cancer: Active Surveillance/Watchful Waiting for Newly Diagnosed Low Risk Prostate Cancer Patients,,,,MUSIC4,,,,,,,,,,,,,,,,,
QCDR,,,,,NHCR4,GIQuIC,,,,,,,,,,,,,,,,
QCDR,,,,,NHII1,,,,,,,2024,,,,,,,,,,
QCDR,,,,,PIMSH13,,"8794712, 7037323",,,,,,,,,,,,,,,
QCDR,,,,,PIMSH2,,"8794712, 7037323",,,,,,,,,,,,,,,
QCDR,,,,,PP10,,,,,,,2024,,,,,,,,,,
QCDR,,,,,PP12,,,,,,,2024,,,,,,,,,,
QCDR,,,,,PP13,,,,,,,2024,,,,,,,,,,
QCDR,,,,,PQRANES1,The PQR-ANES,7746687,,,,,,,,,,,,,,,
QCDR,,,,,QMM16,,"5303416, 6394618, 7746687",,,,,,,,,,,,,,,
QCDR,,,,,QMM17,,"5303416, 6394618, 7746687, 6704504",,,,,,,,,,,,,,,
QCDR,,,,,QMM18,,"5303416, 6394618, 7746687, 6704504",,,,,,,,,,,,,,,
QCDR,,,,,QMM19,,"5303416, 6394618, 7746687, 6704504",,,,,,,,,,,,,,,
QCDR,,,,,QMM20,,,,,,,2024,,,,,,,,,,
QCDR,,,,,QMM21,,"7418330, 6704504","The percentage of Final Bone Marrow Aspirate Reports of patients with Leukemia, Myelodysplastic syndrome, or Chronic Anemia with documentation of concurrent studies performed, their respective results, and interpretation of those results.",,,,,,,,,,,,,,
QCDR,,,,,QMM22,,"7418330, 6704504","The percentage of patients with a thyroid nodule fine needle aspiration (FNA) diagnosis by cytology of Bethesda category 3 or 4 with a recommendation for molecular testing in Final Pathology Report, followed with direct communication to Patient/Ordering or Attending Provider regarding recommendation.",,,,,,,,,,,,,,
QCDR,,,,,QMM23,,"6394618, 7746687","Percentage of emphysema patients, aged 50-77 at the time of service, who undergo a CT/CTA of the chest in which the Final Report:
1) Mentions that the presence of pulmonary emphysema on CT is an independent risk factor for lung cancer, AND
2) Includes a recommendation to consider the patient for low dose CT (LDCT) lung cancer screening in the future (current chest CT serves as a baseline).",,,,,,,,,,,,,,
QCDR,,,,,QMM24,,"6394618, 7746687",,,,,,,,,,,,,,,
QCDR,,,,,QMM25,,"7418330, 6704504",,,,,,,,,,,,,,,
QCDR,Screening Abdominal Aortic Aneurysm Reporting with Recommendations,,,,QMM26,"MSN Healthcare Solutions, LLC","5303416, 6394618, 6704504, 7746687","Percentage of patients, aged 50-years-old or older, who have had a screening ultrasound for an abdominal aortic aneurysm, with positive or negative findings, that have recognized clinical follow up recommendations documented in the final report and direct communication of findings greater than or equal to 5.5 cm in size made to the ordering provider.",Process,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Appropriate Classification and Follow-up Imaging for Incidental Pancreatic Cysts,,,,QMM27,"MSN Healthcare Solutions, LLC",6394618,"Percentage of Final Reports for computed tomography (CT), computed tomography angiography (CTA), magnetic resonance imaging (MRI), or magnetic resonance angiography (MRA) of the abdomen or abdomen/pelvis for patients aged 18 years or older with a pancreatic cyst incidentally noted that include documentation of cyst classification and follow-up imaging recommendations in accordance with published guidelines.",Process,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Reporting Breast Arterial Calcification (BAC) on Screening Mammography,,,,QMM28,"MSN Healthcare Solutions, LLC",6394618,Percentage of Final Screening Mammography Reports for female patients aged 40 years or older that include documentation of the presence or absence of Breast Arterial Calcification (BAC) and its clinical relevance.,Process,N,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Use of Appropriate Classification System for Lymphoma Specimen,,,,QMM29,MSN Healthcare Solutions QCDR II,7418330,"Percentage of Final Lymphoma Specimen Pathology Reports, regardless of patient age, that classify the lymphoma using a validated and published model for lymphoma classification**. 
   
** Must be one of the models listed in the Numerator Instructions below.",Process,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,,,,,RCOIR10,,,,,,,2024,,,,,,,,,,
QCDR,Tunneled Hemodialysis Catheter Clinical Success Rate,,,,RCOIR12,,,,,,,,,,,,,,,,,
QCDR,,,,,RCOIR13,,,Percentage of clinically successful percutaneously created arteriovenous fistulae (pAVF) for patients on maintenance hemodialysis dialysis.,,,,,,,,,,,,,,
QCDR,Arteriovenous Fistula Patency Rate,,,,RCOIR14,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",4302083,Percentage of arteriovenous fistulae (AVF) patent after creation in patients aged 18 and older.,Outcome,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Arteriovenous Graft Patency Rate,,,,RCOIR15,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",4302083,Percentage of arteriovenous grafts (AVG) patent after creation in patients aged 18 and older.,Outcome,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,,,,,RCOIR7,,,,,,,2024,,,,,,,,,,
QCDR,,,,,REGCLR2,,,,,,,2024,,,,,,,,,,
QCDR,,,,,REGCLR4,,,,,,,2024,,,,,,,,,,
QCDR,,,,,REGCLR7,,,,,,,2024,,,,,,,,,,
QCDR,Arteriovenous Graft Thrombectomy Clinical Success Rate,,,,RPAQIR14,,,Percentage of clinically successful arteriovenous graft (AVG) thrombectomies for patients on maintenance hemodialysis.,,,,,,,,,,,,,,
QCDR,Arteriovenous Fistulae Thrombectomy Clinical Success Rate,,,,RPAQIR15,,,,,,,,,,,,,,,,,
QCDR,,,,,SPINETRACK9,,,,,,,2024,,,,,,,,,,
QCDR,,,,,THEPQR1,,"1725296, 5133825",,,,,,,,,,,,,,,
QCDR,,,,,THEPQR2,,"1725296, 5133825",,,,,,,,,,,,,,,
QCDR,SGLT-2 inhibitors for patients with HFrEF with or without Type 2 Diabetes,,,,THEPQR3,The PQR,1725296,Percentage of patients aged 18 years and older with a diagnosis of heart failure (HF) with a current or prior left ventricular ejection fraction (LVEF) ? 40% who were prescribed SGLT-2 Inhibitors with or without Type 2 diabetes during their SNF stay or at the time of discharge.,Process,N,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Consultation to Palliative Care for Patients with End Stage Conditions,,,,THEPQR4,The PQR,1725296,The measure will identify patients with end stage diagnoses who meet any of the listed criteria for a palliative care consult,Process,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Nutritional Assessment and Intervention Plan in patients with Wounds and Ulcers,,,,USWR22,,,,,,,,,,,,,,,,,
QCDR,,,,,USWR26,,,,,,,2024,,,,,,,,,,
QCDR,,,,,USWR29,,,,,,,2024,,,,,,,,,,
QCDR,Non-Invasive Arterial Assessment of patients with lower extremity wounds or ulcers for determination of healing potential,,,,USWR30,,,,,,,,,,,,,,,,,
QCDR,,,,,USWR31,,,,,,,2024,,,,,,,,,,
QCDR,,,,,USWR32,,,Percentage of venous leg ulcer visits among patients aged 18 years and older in which adequate compression is performed at each treatment visit in the 12 month reporting period or until VLU outcome . Arterial status must first be assessed at least one time with any non-invasive method and the device chosen for compression must be appropriate based on whether arterial supply is normal or reduced  (see: USWR30: Arterial Screening Measure).,,,,,,,,,,,,,,
QCDR,Diabetic Foot Ulcer (DFU) Healing or Closure,,,,USWR33,U.S. Wound Registry,6853338,"Percentage of diabetic foot ulcers among patients aged 18 or older that have achieved healing or closure within 6 months, stratified by the Wound Healing Index. Healing or closure is defined as complete epithelialization without drainage or the need for a dressing over the closed ulceration, although off-loading would still be required.",Outcome,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,Venous Leg Ulcer (VLU) Healing or Closure,,,,USWR34,U.S. Wound Registry,6853338,"Percentage of venous leg ulcers among patients aged 18 or older that have achieved healing or closure within 12 months, stratified by the Wound Healing Index. Healing or closure is defined as complete epithelialization without drainage or the need for a dressing over the closed ulceration, although venous compression would still be required.",Outcome,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
QCDR,"Adequate Off-loading of Diabetic Foot Ulcers performed at each visit, appropriate to location of ulcer",,,,USWR35,U.S. Wound Registry,6853338,"Percentage of visits in which diabetic foot ulcers among patients aged 18 years and received adequate off-loading during a 12-month reporting period, stratified by location of the ulcer. Off-loading is not a simple documentation process but may include performing a procedure such as Total Contact Casting or providing appropriate footwear.

The location of the diabetic foot ulcer on the foot (e.g., heel/midfoot vs. toes) determines the type of off-loading device that is appropriate, the patient’s risk of falling, the probability of successful off-loading and thus the likelihood of major amputation. The clinician needs to evaluate these factors and then provide the most appropriate off-loading option.",Process,N,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,N,
QCDR,Pressure Ulcer* (PU) Healing or Closure (not on the lower extremity ),,,,USWR36,U.S. Wound Registry,6853338,"Percentage of Stage 2, 3, or 4 pressure ulcers* (not on the lower extremity) among patients aged 18 or older that achieve healing or closure within 6 months, stratified by the Wound Healing Index (WHI). Healing or closure may occur by delayed secondary intention or may be the result of surgical intervention (e.g., rotational flap or skin graft). Lower extremity pressure ulcers are not included in this measure because they commonly overlap with arterial and diabetic foot ulcers and require a separate risk stratification model. [Note: The National Pressure Injury Advisory Panel (NPIA) (formerly the NPUAP) has renamed pressure ulcers “pressure injuries,” but the ICD-10-CM continues to use the term pressure “ulcers”. This measure is limited to open defects (stages 2, 3, 4) which heal by secondary intention or surgical closure, typically referred to as ulcers. We have chosen to use the ICD10 terminology of ""ulcers"".]",Outcome,Y,2024,,QCDR,,N,singlePerformanceRate,overallStratumOnly,,,,Y,
