Allowed QCDR Vender IDs,Allowed QCDR Names,Measure ID,2022 Status,Measure Title, Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,Proportional Measure,Continuous Variable Measure  ,Ratio Measure  ,Number of Performance Rates to be Submitted                                                  ,Performance Rate Description,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year ,Submission Pathway,What changed from the previous version to assess impact
5303416; 6394618; 7746687,"American College of Radiology National Radiology Data Registry; MSN Healthcare Solutions, LLC; The PQR-ANES",ACRAD41,Active,Use of Quantitative Criteria for Oncologic FDG PET Imaging,"Percentage of final reports for all patients, regardless of age, undergoing non-CNS oncologic FDG PET studies that include at a minimum:
a. Serum glucose (e.g., finger stick at time of injection)
b. Uptake time (interval from injection to initiation of imaging)
c. One reference background (e.g., volumetric normal liver or mediastinal blood pool) SUV measurement, along with description of the SUV measurement type (e.g., SUVmax) and normalization method (e.g., BMI)
d. At least one lesional SUV measurement OR diagnosis of ""no disease-specific abnormal uptake""",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,"Percentage of final reports for all patients, regardless of age, undergoing non-CNS oncologic FDG PET studies that include at a minimum:
a. Serum glucose (e.g., finger stick at time of injection)
b. Uptake time (interval from injection to initiation of imaging)
c. One reference background (e.g., volumetric normal liver or mediastinal blood pool) SUV measurement, along with description of the SUV measurement type (e.g., SUVmax) and normalization method (e.g., BMI)
d. At least one lesional SUV measurement OR diagnosis of ""no disease-specific abnormal uptake""",1st Performance Rate,No,American College of Radiology National Radiology Data Registry,2020,Traditional MIPS,
5303416,American College of Radiology National Radiology Data Registry,ACRAD42,Active,Surveillance Imaging for Liver Nodules less than 10mm in Patients at Risk for Hepatocellular Carcinoma (HCC),Percentage of final ultrasound reports with findings of liver nodules less than 10 mm for patients aged 18 years and older with a diagnosis of hepatitis B or cirrhosis undergoing screening and/or surveillance imaging for hepatocellular carcinoma with a specific recommendation for follow-up ultrasound imaging in 3-6 months based on radiological findings,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,Percentage of final ultrasound reports with findings of liver nodules less than 10 mm for patients aged 18 years and older with a diagnosis of hepatitis B or cirrhosis undergoing screening and/or surveillance imaging for hepatocellular carcinoma with a specific recommendation for follow-up ultrasound imaging in 3-6 months based on radiological findings,1st Performance Rate,No,American College of Radiology National Radiology Data Registry,2020,Traditional MIPS,
5551268; 6169123; 6775913; 7746687,ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); The PQR-ANES,AQI18,Active,Coronary Artery Bypass Graft (CABG): Prolonged Intubation – Inverse Measure,Percentage of patients aged 18 years and older undergoing isolated CABG surgery who require postoperative intubation greater than 24 hours,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,This measure has a single performance rate which describes the percentage of CABG patients who experience prolonged intubation,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2016,Traditional MIPS,
5551268; 6169123; 6775913; 6394618; 7746687,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); MSN Healthcare Solutions, LLC; The PQR-ANES",AQI48,Active,Patient-Reported Experience with Anesthesia,"Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care and who reported a positive experience. 

This measure will consist of two performance rates:

AQI48a: Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care 

AQI48b: Percentage of patients, aged 18 and older, who completed a survey on their patient experience and satisfaction with anesthesia care who report a positive experience with anesthesia care

NOTE: The measure requires that a valid survey, as defined in the numerator of AQI48a, be sent to patients between discharge from the facility and within 30 days of facility discharge. To report AQI48b, a minimum number of 20 surveys with the mandatory question completed must be reported. ** In order to be scored on this measure, clinicians must report BOTH AQI48a AND AQI48b.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient-Reported Outcome-based Performance Measure (PRO-PM),No,Yes,No,No,2,"This measure has two performance rates. 
Rate 1: The first performance rate, AQI48a, describes the percentage of surgical patients who receive a survey of their experience with anesthesia care. 
Rate 2: The second performance rate, AQI48b, describes the percentage of surgical patients who report a positive experience with anesthesia care.",2nd Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017,Traditional MIPS,
5551268; 6169123,ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI49,Active,Adherence to Blood Conservation Guidelines for Cardiac Operations using Cardiopulmonary Bypass (CPB) – Composite,"Percentage of patients, aged 18 years and older, who undergo a cardiac operation using cardiopulmonary bypass for whom selected blood conservation strategies were used.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,This measure has a single performance rate that describes the percentage of patients for whom blood conservation strategies are used.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017,Traditional MIPS,
5551268; 6169123; 6775913; 6394618; 7746687,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); MSN Healthcare Solutions, LLC; The PQR-ANES",AQI56,Active,Use of Neuraxial Techniques and/or Peripheral Nerve Blocks for Total Knee Arthroplasty (TKA),"Percentage of patients, regardless of age, that undergo primary total knee arthroplasty for whom neuraxial anesthesia and/or a peripheral nerve block is performed",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,This measure consists of a single performance rate that describes the percentage of total knee arthroplasty patients for whom neuraxial techniques are used.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018,Traditional MIPS,
5551268; 6169123; 6775913; 7746687,ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); The PQR-ANES,AQI57,Active,Safe Opioid Prescribing Practices,"Percentage of patients, aged 18 years and older, prescribed opioid medications for longer than six weeks’ duration for whom ALL of the following opioid prescribing best practices are followed:

1. Chemical dependency screening (includes laboratory testing and/or questionnaire) within the immediate 6 months prior to the encounter
2. Co-prescription of naloxone or documented discussion regarding offer of Naloxone co-prescription, if prescription is ?50 MME/day
3. Non co-prescription of benzodiazepine medications by prescribing pain physician and documentation of a discussion with patient regarding risks of concomitant use of benzodiazepine and opioid medications.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,This measure consists of a single performance rate that describes the percentage of patients prescribed long-term opioids with recommended safe opioid prescribing practices.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018,Traditional MIPS,
5551268; 6169123; 6775913; 6394618,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); MSN Healthcare Solutions, LLC",AQI62,Active,Obstructive Sleep Apnea: Patient Education,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, have documentation that they received education regarding their risk for obstructive sleep apnea (OSA) prior to PACU discharge",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,This measure has a single performance rate that describes the percentage of surgical patients who are screened for OSA and educated on their condition.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019,Traditional MIPS,
5551268; 6169123; 6775913; 6394618; 7746687,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); MSN Healthcare Solutions, LLC; The PQR-ANES",AQI65,Active,Avoidance of Cerebral Hyperthermia for Procedures Involving Cardiopulmonary Bypass,"Percentage of patients, aged 18 years and older, undergoing a procedure using cardiopulmonary bypass who did not have a documented intraoperative pulmonary artery, oropharyngeal, or nasopharyngeal temperature ?37.0 degrees Celsius during the period of cardiopulmonary bypass",N/A,Patient Safety,Yes,Outcome,No,Yes,No,No,1,This measure consists of a single performance rate that describe the percentage of patients who avoid cerebral hyperthermia during cardiopulmonary bypass.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019,Traditional MIPS,
5551268; 6169123; 6775913,ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR),AQI67,Active,Consultation for Frail Patients,"Percentage of patients aged 70 years or older, who undergo an inpatient procedure requiring anesthesia services and have a positive frailty screening result who receive a multidisciplinary consult or care during the hospital encounter",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,This measure has a single performance rate that describes the percentage of frail surgical patients who receive a multidisciplinary consult.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019,Traditional MIPS,
5551268; 6169123; 6775913; 6394618,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); MSN Healthcare Solutions, LLC",AQI68,Active,Obstructive Sleep Apnea: Mitigation Strategies,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, for whom two or more selected mitigation strategies was used prior to PACU discharge",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,This measure consists of a single performance rate that describes the percentage of surgical patients who are screened for obstructive sleep apnea and for whom their anesthesia care is modified based on the results.,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2020,Traditional MIPS,
5551268; 6169123; 6775913; 4757099; 6394618; 7746687,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); Emergency and Acute Care Clinical Registry (EACCR) in collaboration with Healthmonix; MSN Healthcare Solutions, LLC; The PQR-ANES",AQI69,Active,Intraoperative Antibiotic Redosing,"Percentage of patients, aged 18 years and older, who received preoperative antibiotic prophylaxis within 60 minutes prior to incision (if fluoroquinolone or vancomycin, two hours) and undergo a procedure greater than two hours duration who received intraoperative antibiotic redosing at a maximum interval of two half-lives of the selected prophylactic antibiotic.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,"This measure consists of a single performance rate that describes the percentage of patients, aged 18 years and older, who received preoperative antibiotic prophylaxis within 60 minutes prior to incision and undergo a procedure greater than two hours duration who received intraoperative antibiotic redosing at a maximum interval of two half-lives of the selected prophylactic antibiotic. A provider may also receive credit for this measure if the patient received an intraoperative redosing of prophylactic antibiotics according to the facility's antibiotic steward program.",1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2021,Traditional MIPS,
5551268; 6169123; 6775913; 6394618,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); MSN Healthcare Solutions, LLC",AQI71,Active,Ambulatory Glucose Management,"Percentage of diabetic patients, aged 18 years and older, who receive an office-based or ambulatory surgery whose blood glucose level is appropriately managed throughout the perioperative period.

The measure consists of four performance rates:

a.	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery whose blood glucose level is tested prior to the start of anesthesia

b.	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery who experienced a blood glucose level greater than or equal to 180 mg/dL (10.0 mmol/L) who received insulin prior to anesthesia end time

c.	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery who received insulin perioperatively and who received a follow-up blood glucose level check following the administration of insulin and prior to discharge

d.	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery who experienced a blood glucose level greater than or equal to 180 mg/dL (10.0 mmol/L) who received education on managing their glucose in the postoperative period prior to discharge",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,5,"Rate 1: The overall measure score will be calculated as an average of the performance rates of parts A, B, C and D. (Rates 2, 3, 4 & 5) 
Rate 2: 	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery whose blood glucose level is tested prior to the start of anesthesia
Rate 3: 	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery who experienced a blood glucose level >180 mg/dL (10.0 mmol/L) who received insulin prior to anesthesia end time
Rate 4: 	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery who received insulin perioperatively and who received a follow-up blood glucose level check following the administration of insulin and prior to discharge
Rate 5: 	Percentage of patients, aged 18 years and older, with a current diagnosis of diabetes mellitus receiving anesthesia services for office-based or ambulatory surgery who experienced a blood glucose level >180 mg/dL (10.0 mmol/L) who received education on managing their glucose in the postoperative period prior to discharge",1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2021,Traditional MIPS,
5551268; 6169123; 6775913; 4757099; 6394618,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); Emergency and Acute Care Clinical Registry (EACCR) in collaboration with Healthmonix; MSN Healthcare Solutions, LLC",AQI72,Active,Perioperative Anemia Management,"Percentage of patients, aged 18 years and older, undergoing elective total joint arthroplasty who were screened for anemia preoperatively AND, if positive, have documentation that one or more of the following management strategies were used prior to PACU discharge.

Management strategies include one or more of the following: 
•	Cell salvage techniques employed intraoperatively
•	Intraoperative antifibrinolytic therapy or tourniquet, if not contraindicated
•	Preoperative iron supplementation, epoetin alpha
•	Use of evidence-based preoperative anemia management algorithm supplemented with laboratory testing and/or multidisciplinary consult",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,"This measure consists of a single performance rate that describes the percentage of patients tested preoperatively for anemia who, when indicated, received appropriate preoperative and intraoperative management strategies.",1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2021,Traditional MIPS,
5551268; 6169123; 6775913; 4757099; 6394618; 7746687,"ABG QCDR; Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR); Anesthesia Quality Registry (AQR QCDR); Emergency and Acute Care Clinical Registry (EACCR) in collaboration with Healthmonix; MSN Healthcare Solutions, LLC; The PQR-ANES",AQI73,New,Prevention of Arterial Line-Related Bloodstream Infections,"Percentage of patients, regardless of age, who undergo placement of a peripheral intra-arterial catheter for whom the arterial line was inserted with all indicated elements of sterile barrier technique, hand hygiene, skin preparation and, if ultrasound is used, sterile ultrasound techniques followed.

This measure will consist of three performance rates: 

a.	 Percentage of patients, regardless of age, who undergo placement of a peripheral intra-arterial line in the brachial, radial, posterior tibial or dorsalis pedis artery for whom the arterial line was inserted with all indicated elements of sterile barrier technique, hand hygiene, skin preparation and, if ultrasound is used, sterile ultrasound techniques followed

b.	 Percentage of patients, regardless of age, who undergo placement of a peripheral intra-arterial line in the femoral or axillary artery for whom the arterial line was inserted with all indicated elements of maximal sterile barrier technique, hand hygiene, skin preparation and, if ultrasound is used, sterile ultrasound technique is followed

Note: The overall measure score will be calculated as an average of the total cases of part A (rate 2) and part B (rate 3). The overall measure score is rate 1.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,3,"Rate 1: The overall measure score will be calculated as an average of the performance rates of part A and part B. (Rates 2 & 3) 
Rate 2: Percentage of patients, regardless of age, who undergo placement of a peripheral intra-arterial line in the brachial, radial, posterior tibial or dorsalis pedis artery for whom the arterial line was inserted with all indicated elements of sterile barrier technique, hand hygiene, skin preparation and, if ultrasound is used, sterile ultrasound techniques followed
Rate 3: Percentage of patients, regardless of age, who undergo placement of a peripheral intra-arterial line in the femoral or axillary artery for whom the arterial line was inserted with all indicated elements of maximal sterile barrier technique, hand hygiene, skin preparation and, if ultrasound is used, sterile ultrasound technique is followed",1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2022,Traditional MIPS,
8758330,American Urological Association Quality (AQUA) Registry,AQUA14,Active,Stones: Repeat Shock Wave Lithotripsy (SWL) Within 6 Months of Initial Treatment,Percentage of patients who underwent repeat Shock Wave Lithotripsy within 6 months of initial procedure,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,N/A,1st Performance Rate,No,American Urological Association Quality (AQUA) Registry,2017,Traditional MIPS,
8758330,American Urological Association Quality (AQUA) Registry,AQUA15,Active,Stones: Urinalysis Performed Before Surgical Stone Procedures,Percentage of patients with a documented urinalysis 30 days before surgical stone procedures,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Urological Association Quality (AQUA) Registry,2017,Traditional MIPS,
8758330,American Urological Association Quality (AQUA) Registry,AQUA16,Active,Non-Muscle Invasive Bladder Cancer: Repeat Transurethral Resection of Bladder Tumor (TURBT) for T1 disease,Percentage of patients with T1 disease who had a second transurethral resection of bladder tumor (TURBT) within 6 weeks of the initial TURBT,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Urological Association Quality (AQUA) Registry,2017,Traditional MIPS,
8758330,American Urological Association Quality (AQUA) Registry,AQUA18,Active,Non-Muscle Invasive Bladder Cancer: Early Surveillance Cystoscopy for Non-Muscle Invasive Bladder Cancer,Percentage of patients who had surveillance cystoscopy 12 to 16 weeks after undergoing initial Transurethral Resection for Bladder Tumor (TURBT),N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Urological Association Quality (AQUA) Registry,2017,Traditional MIPS,
8758330,American Urological Association Quality (AQUA) Registry,AQUA26,Active,Benign Prostate Hyperplasia (BPH): Inappropriate Lab & Imaging Services for Patients with BPH,"Percentage of patients with initial diagnosis of BPH who had a creatinine lab order placed or had a CT abdomen, MRI abdomen, ultrasound abdomen ordered or performed ",N/A,Efficiency and Cost Reduction,Yes,Process,Yes,Yes,No,No,1,"A. Percentage of patients who had a serum creatinine lab test ordered 
B. Percentage of patients who had a diagnostic imaging test (CT, MRI, abdominal ultrasound) ordered or performed
Rate 1:  C. Percentage of patients who had a serum creatinine lab test or diagnostic imaging test (CT, MRI, abdominal ultrasound) ordered or performed",1st Performance Rate,No,American Urological Association Quality (AQUA) Registry,2018,Traditional MIPS,
8758330,American Urological Association Quality (AQUA) Registry,AQUA8,Active,Hospital admissions or infectious complications within 30 days of TRUS Biopsy,"Percentage of patients with infection, inpatient consultation, or hospital admission for infection or sepsis within 30 days of undergoing a TRUS biopsy",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,N/A,1st Performance Rate,No,American Urological Association Quality (AQUA) Registry,2017,Traditional MIPS,
6621356; 6859936,ASPS TOPS-QCDR; MohsAIQ,ASPS22,Active,Coordination of Care for Anticoagulated Patients Undergoing Reconstruction After Skin Cancer Resection,"Percentage of patients aged 18 and older on prescribed anticoagulation medication who underwent reconstruction after skin cancer resection (in any setting) and preoperative modification* to their anticoagulant(s) regimen, who had documentation of coordinated care** prior to their procedure.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,ASPS TOPS-QCDR,2020,Traditional MIPS,
6621356; 6859936,ASPS TOPS-QCDR; MohsAIQ,ASPS24,Active,Visits to the ER or Urgent Care Following Reconstruction After Skin Cancer Resection,"Part 1: Percentage of patients aged 18 and older who underwent reconstruction after skin cancer resection who were asked* within 30 days of their procedure whether they visited the ER or Urgent Care within 7 days of their procedure, for a reason related to the reconstruction after skin cancer resection surgery.

Part 2: Percentage of patients, aged 18 and older who underwent reconstruction after skin cancer resection and were asked within 30 days of the procedure about visiting the ER, who visited the ER or Urgent Care within 7 days of their procedure for a reason related to the reconstruction after skin cancer resection surgery. (only Part 2 is intended to be reported for accountability, but Part 1 must be completed)",N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,Yes,No,No,1,"Only Part 2 is counted. The denominator should be a subset of Part 1, which must be performed.",1st Performance Rate,No,ASPS TOPS-QCDR,2020,Traditional MIPS,
6621356,ASPS TOPS-QCDR,ASPS26,Active,Patient Satisfaction with Information Prior to Facial Reconstruction After Skin Cancer Resection Procedures,Percentage of patients aged 18 and older who underwent facial reconstruction after skin cancer resection who responded to the (6 question) Face-Q Satisfaction with Information: Appearance Module within 60 days of the procedure and scored 15 (52%) or higher or if scored lower than 15 (52%) there is documentation of a provider call to the patient or follow-up visit within 30 days of completion of the tool,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient-Reported Outcome-based Performance Measure (PRO-PM),No,Yes,No,No,1,N/A,1st Performance Rate,No,ASPS TOPS-QCDR,2020,Traditional MIPS,
4649789; 6621356; 6859936,AAD’s DataDerm™; ASPS TOPS-QCDR; MohsAIQ,ASPS27,Active,Avoidance of Post-operative Systemic Antibiotics for Office-based Closures and Reconstruction After Skin Cancer Procedures,"Percentage of procedures in patients aged 18 and older with a diagnosis of skin cancer who underwent intermediate layer or complex linear closure or reconstruction after skin cancer resection in the office-based* setting who were prescribed post-operative systemic antibiotics to be taken immediately following reconstruction surgery (inverse measure)

This measure is stratified by intermediate layer or complex linear closure or reconstructive procedures.",N/A,Effective Clinical Care,Yes,Process,Yes,Yes,No,No,3,"Rate 1: Strata 1: Intermediate layer or complex linear closures after skin cancer resection

Rate 2: Strata 2: Reconstruction after skin cancer resection 

Rate 3: Strata 3: FOR REPORTING
Strata 1 + Strata 2; Calculate as (numerator 1 + numerator 2 )/(denominator 1 + denominator 2), not the average of the performance rates",3rd Performance Rate,No,AAD’s DataDerm™; ASPS TOPS-QCDR; MohsAIQ,2021,Traditional MIPS,
4649789; 6621356; 6859936,AAD’s DataDerm™; ASPS TOPS-QCDR; MohsAIQ,ASPS28,Active,Continuation of Anticoagulation Therapy in the Office-based Setting for Closure and Reconstruction After Skin Cancer Resection Procedures,"Percentage of procedures in patients, aged 18 and older with a diagnosis of skin cancer, on prescribed anticoagulation therapy, who had intermediate layer and/or complex linear closures OR reconstruction after skin cancer resection performed in the office-based setting where anticoagulant therapy was continued prior to surgery.

This measure is stratified by intermediate layer or complex linear closures AND reconstructive procedures.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,3,"Rate 1: Strata 1: Intermediate layer or complex linear closures after skin cancer resection

Rate 2: Strata 2: Reconstruction after skin cancer resection 

Rate 3: Strata 3: FOR REPORTING
Strata 1 + Strata 2; Calculate as (numerator 1 + numerator 2 )/(denominator 1 + denominator 2), not the average of the performance rates",3rd Performance Rate,No,AAD’s DataDerm™; ASPS TOPS-QCDR; MohsAIQ,2021,Traditional MIPS,
4649789; 6621356; 6859936,AAD’s DataDerm™; ASPS TOPS-QCDR; MohsAIQ,ASPS29,Active,Avoidance of Opioid Prescriptions for Closure and Reconstruction After Skin Cancer Resection,"Percentage of procedures in patients, aged 18 and older with a diagnosis of skin cancer, who had intermediate layer and/or complex linear closures OR reconstruction after skin cancer resection where opioid/narcotic therapy* was prescribed as first line therapy (as defined by a prescription in anticipation of or at time of surgery) for post-operative pain management by the reconstructing surgeon. (Inverse measure)",N/A,Patient Safety,Yes,Process,Yes,Yes,No,No,3,"Rate 1: Strata 1: Intermediate layer or complex linear closures after skin cancer resection

Rate 2: Strata 2: Reconstruction after skin cancer resection 

Rate 3: Strata 3: FOR REPORTING
Strata 1 + Strata 2; Calculate as (numerator 1 + numerator 2 )/(denominator 1 + denominator 2), not the average of the performance rates",3rd Performance Rate,No,AAD’s DataDerm™; ASPS TOPS-QCDR; MohsAIQ,2021,Traditional MIPS,
5688621,Pathologists Quality Registry,CAP22,Active,Turnaround Time (TAT) - Biopsies,"Percentage of final pathology reports for biopsies that meet the maximum 2 business day turnaround time (TAT) requirement (Report Date – Accession Date is less than or equal to 2 business days).
INSTRUCTIONS: This measure is to be reported each time a biopsy is performed during the performance period. It is anticipated that eligible clinicians providing the pathology services for procedures will submit this measure.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,Pathologists Quality Registry,2019,Traditional MIPS,
5688621,Pathologists Quality Registry,CAP28,Active,Helicobacter pylori Status and Turnaround Time,"Percentage of stomach biopsy cases with gastritis that address the presence or absence of Helicobacter pylori 
AND
meet the maximum 2 business day turnaround time (TAT) requirement (Report Date – Accession Date is less than or equal to 2 business days).
INSTRUCTIONS: This measure has two performance rates that contribute to the overall performance score:
1. Percent of cases in which presence or absence of Helicobacter pylori is addressed.
2. Percent of cases that meet the maximum 2 business day turnaround time.
The overall performance score submitted is an average of: (Numerator 1 + Numerator 2)/(Denominator 1 + Denominator 2).",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,Pathologists Quality Registry,2019,Traditional MIPS,
5688621,Pathologists Quality Registry,CAP30,Active,Urinary Bladder Biopsy Diagnostic Requirements For Appropriate Patient Management,"Percentage of urinary bladder carcinoma pathology reports that include the procedure, histologic tumor grade, histologic type, muscularis propria presence, presence/absence of lymphovascular invasion and tumor extent. 
AND 
meet the maximum 2 business day turnaround time (TAT) requirement (Report Date – Accession Date is less than or equal to 2 business days). 

INSTRUCTIONS: This measure has two performance rates that contribute to the overall performance score:
1.	Percent of cases for which all required data elements of the urinary bladder carcinoma pathology report are included.
2.	Percent of cases that meet the maximum 2 business day turnaround time.
The overall performance score submitted is a weighted average of: 
(Performance rate 1 x 70%)+(Performance rate 2 x 30%)",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,Pathologists Quality Registry,2020,Traditional MIPS,
5688621,Pathologists Quality Registry,CAP33,Active,"Mismatch Repair (MMR) or Microsatellite Instability (MSI) Biomarker Testing Status in Colorectal Carcinoma, Endometrial, Gastroesophageal, or Small Bowel Carcinoma","Percentage of surgical pathology reports for primary colorectal, endometrial, gastroesophageal or small bowel carcinoma, biopsy or resection, that contain impression or conclusion of or recommendation for testing of mismatch repair (MMR) by immunohistochemistry (biomarkers MLH1, MSH2, MSH6, and PMS2), or microsatellite instability (MSI) by DNA-based testing status, or both",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,Pathologists Quality Registry,2021,Traditional MIPS,
5688621,Pathologists Quality Registry,CAP34,Active,Biomarker Status to Inform Clinical Management and Treatment Decisions in Patients with Non-small Cell Lung Cancer,"Percentage of non-small cell lung cancer (NSCLC) surgical pathology reports that include anaplastic lymphoma kinase (ALK), epidermal growth factor receptor (EGFR), AND tyrosine protein kinase ROS1 mutation status.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,Pathologists Quality Registry,2021,Traditional MIPS,
