MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_3_EX_3
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_3_PRE
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_3_PROD
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_4
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_4_PRE
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_4_PROD
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_5
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_5_PRE
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PHCDRR_5_PROD
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PPHI_1
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_PPHI_2
Quality Care in Mental Health and Substance Use Disorders,M1369,"The Quality Care in Mental Health and Substance Use Disorders MVP focuses on the clinical theme of promoting prevention of and quality care in behavioral health, including mental health and substance use disorders (SUD). ",Mental Health; Behavioral Health; Psychiatry,"Mental Health, Behavioral Health, Psychiatry",Foundational,PI_ONCACB_1 
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,128
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,226
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,277
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,331
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,332
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,355
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,357
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,487
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,AAO20
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Quality,AAO21
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_AHE_3
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_AHE_5
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_BE_4
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_BE_15
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_CC_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_CC_13
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_PM_26
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_MVP
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_PCMH
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_PM_16
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Improvement,IA_PSPA_7
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Cost,MSPB_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,479
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,484
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_EP_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_EP_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_EP_2_EX_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_EP_2_EX_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_HIE_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_HIE_4
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_HIE_5
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_HIE_6
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_INFBLO_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_LVITC_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_LVOTC_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_LVPP_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_ONCDIR_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PEA_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_1_EX_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_1_EX_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_1_EX_3
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_1_PRE
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_1_PROD
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_2_PRE
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_2_PROD
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_3
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_3_EX_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_3_EX_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_3_EX_3
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_3_PRE
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_3_PROD
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_4
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_4_PRE
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_4_PROD
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_5
