QCDR Vendor ID,QCDR Organization Name,Measure ID,Measure Title,Measure Description,NQS Domain,Numerator,Denominator,Denominator Exclusions,Denominator Exceptions,Numerator Exclusion,Number of performance rates to be included in the XML,"Indicate an Overall Performance Rate if more than 1 performance rate is to be submitted
Specify which rate will represent an overall performance rate for the measure or how an overall performance rate could be calculated based on the data submitted in the XML [for example, simple average of the performance rates submitted or weighted average (sum the numerators divided by the sum of the denominators), etc].",Measure Types,High Priority,Outcome,Inverse Measure (Y/N),Proportional Measure (Y/N),Continuous Variable Measure (Y/N),Ratio Measure (Y/N),Risk-Adjusted (Y/N),Is accepted by more than one QCDR,Primary Steward
9181695,MiraMed,MIRAMED4,Perioperative Mortality Rate,"Percentage of patients, regardless of age, who undergo a procedure* under anesthesia and who experience mortality under the care of an anesthesia provider prior to anesthesia end time.** ",Patient Safety,"
Patients who experience mortality under the care of an anesthesia provider prior to anesthesia end time.** 

Definition: Death or mortality is defined as the irreversible cessation of all vital functions as indicated by permanent stoppage of the heart, respiration and brain activity; the end of life. 

** Anesthesia End (Finish) Time is the time at which the anesthesiologist turns over care of the patient to a post anesthesia care team (either PACU or ICU). This time ends when the anesthesia team is no longer furnishing anesthesia services to the patient, that is when the patient may be placed safely under postoperative care and when the anesthesia team has completed transfer of patient care. ","All patients, regardless of age, who undergo a procedure* under anesthesia. 

Definition: *Any procedure including surgical, therapeutic or diagnostic ",Organ Donors as designated by ASA Physical Status 6,None,None,1,simple average of the performance rates submitted,Outcome,High Priority,Outcome,Y,Y,N,N,N,No,MiraMed
9181695,MiraMed,MIRAMED16,Perioperative Pain Plan,"Percentage of patients with signed documentation that a perioperative pain plan using a multimodal, narcotic sparing technique was discussed ",Communication and Care Coordination,"All visits with patients aged 18 years or older at the time of the visit where documentation has been signed attesting to the review of a perioperative pain plan using a multimodal, narcotic sparing technique was discussed. ","All patients, regardless of age, who undergo a procedure* under anesthesia. 

Definition: *Any procedure including surgical, therapeutic or diagnostic ",None,None,None,1,simple average of the performance rates submitted,Outcome,High Priority,Outcome,N,Y,N,N,N,No,MiraMed
9181695,MiraMed,ABG16,Planned use of difficult airway equipment,"For all patients on whom difficult airway equipment is used in the operating room/procedure room, the rate with which it's use is planned ahead of time for either therapeutic or educational purposes.",Effective Clinical Care,"All patients on whom difficult airway equipment is used in the operating room/procedure room for whom use is planned prior to the induction of anesthesia for any reason. The word ""planned"" in this measure means that the equipment was physically present in the operating room/procedure room prior to the induction of anesthesia. 

Performance Met: ABG Observation 036 (use of difficult airway equipment, planned) Reported intraoperatively
Performance Not Met: ABG Observation 037, 38 or 4 (unplanned use of difficult airway equipment, unable to intubate or failed airway) Reported intraoperatively","Patient with an encounter
Criteria (Eligible Cases)
Excluding the following ABG observations: 002, 063, 064, 065 (case cancellations) AND
Excluding Labor Epidural (CPT codes 01960, 01967)",Difficult airway equipment not used,None,None,1,simple average of the performance rates submitted,Process,,,N,Y,N,N,N,Yes,Anesthesia Business Group
9181695,MiraMed,AQI31,Postanesthesia Care Unit (PACU) Re-intubation Rate,"Percentage of patients, regardless of age, who received general anesthesia for a procedure via endotracheal tube who were extubated in the operating room or the postanesthesia care unit (PACU), and required re-intubation prior to PACU discharge. ",Patient Safety,"Patients who required re-intubation in the postanesthesia care unit 

Definition: Reintubation is defined as the need to insert an endotracheal tube resulting from the inability to sustain adequate spontaneous breathing occurring after the removal of an artificial airway ","All patients, regardless of age, who received general anesthesia for a procedure via endotracheal tube who were extubated in the operating room or postanesthesia care unit. ","Denominator Exclusions 
• Organ Donors as designated by ASA Physical Status 6 
• Patients who bypassed PACU care 
• Patient received a planned trial of extubation documented in the medical record prior to removal of the original airway device ",None,None,1,N/A,Intermediate Outcome,High Priority,Intermediate Outcome,Y,Y,N,N,N,Yes,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR)
9181695,MiraMed,MIRAMED13,Screening and patient education for high risk patients meeting guidelines for Abdominal Aortic Ultrasound Screening,"Percentage of patients receiving an abdominal aortic aneurysm screening risk assessment via a patient portal, and if meeting established criteria, notified of need for follow-up from the provider",Community/Population Health,"All visits with patients aged 18 years or over at the time of the visit where the patient receives an
abdominal aortic aneurysm screening risk assessment using a patient portal or PHR.

Numerator Quality-Data Coding Options for Reporting Satisfactorily
Performance Met:
MM13A1 Patient received an aortic aneurysm screening risk assessment;
follow-up required and provided
MM13A2 Patient received an aortic aneurysm screening risk assessment;
follow-up NOT required
OR
Performance Not Met:
MM13B1 Patient did NOT receive an aortic aneurysm screening risk
assessment
MM13B2 Patient received an aortic aneurysm screening risk assessment;
follow-up required and NOT provided","All patients aged 18 years or older with a visit during the measurement period and meeting the
criteria for abdominal aortic aneurysm screening established by AHRQ, ACP, SVS*.
*AHRQ - Agency for Healthcare Research and Quality
ACS - American Cancer Society
SVS - Society for Vascular Surgery

Denominator Criteria (Eligible Cases):
Patients aged ≥ 18 years on date of encounter
AND
Patient meets the current screening requirements for abdominal aortic aneurysm
screening established by AHRQ, ACP, SVS",None,None,None,1,simple average of the performance rates submitted,Outcome,,Outcome,N,Y,N,N,N,No,MiraMed
9181695,MiraMed,MIRAMED14,Screening and patient education for high risk patients meeting guidelines for Breast Cancer screening with MRI,"Percentage of patients received a breast cancer screening risk assessment via a patient portal, and if meeting established criteria, notified of need for follow-up from the provider. ",Community/Population Health,"All visits with female patients aged 18 years or over at the time of the visit where the patient
received a breast cancer risk assessment using a patient portal or PHR.
Numerator Quality-Data Coding Options for Reporting Satisfactorily

Performance Met:
MM14A1 Patient received a breast cancer screening risk assessment; followup
required and provided

MM14A2 Patient received a breast cancer screening risk assessment; followup
NOT required
OR
Performance Not Met:
MM14B1 Patient did NOT receive a breast cancer screening risk assessment
MM14B2 Patient did receive a breast cancer screening risk assessment;
follow-up required and NOT provided ","All female patients aged 18 years or older with a visit during the measurement period and
meeting the criteria for breast cancer screening established by AHRQ, ACS, and NCCN*.

*AHRQ - Agency for Healthcare Research and Quality
ACS - American Cancer Society
NCCN - National Comprehensive Cancer Network

Denominator Criteria (Eligible Cases):
Female patients aged ≥ 18 years on date of encounter
AND
Patient meets the current screening requirements for breast cancer screening established
by AHRQ, ACS, and NCCN",None,None,None,1,simple average of the performance rates submitted,Outcome,,Outcome,N,Y,N,N,N,No,MiraMed
9181695,MiraMed,MIRAMED12,Screening and patient education for high risk patients meeting guidelines for Lung Cancer Screening with CT,"Percentage of patients receiving a lung cancer screening risk assessment via a patient portal, and if meeting established criteria, notified of need for follow-up from the provider",Community/Population Health,"All visits with patients aged 18 years or over at the time of the visit where the patient receives a
lung cancer screening risk assessment using a patient portal or PHR.

Numerator Quality-Data Coding Options for Reporting Satisfactorily
Performance Met:
MM12A1 Patient received lung cancer screening risk assessment; follow-up
required and provided
MM12A2 Patient received lung cancer screening risk assessment; follow-up NOT required
OR
Performance Not Met:
MM12B1 Patient did NOT receive a lung cancer screening risk assessment
MM12B2 Patient received lung cancer screening risk assessment; follow-up
required and NOT provided","All patients aged 18 years or older with a visit during the measurement period and meeting the
criteria for lung cancer screening established by AHRQ, ACS, and NCCN*.

*AHRQ - Agency for Healthcare Research and Quality
ACS - American Cancer Society
NCCN - National Comprehensive Cancer Network

Denominator Criteria (Eligible Cases):
Patients aged ≥ 18 years on date of encounter
AND
Patient meets the current screening requirements for lung cancer screening established by
the AHRQ, ACS, and NCCN",None,None,None,1,simple average of the performance rates submitted,Outcome,,Outcome,N,Y,N,N,N,No,MiraMed
9181695,MiraMed,MIRAMED15,Screening and patient education for high risk patients meeting guidelines for osteoporosis screening,"Percentage of patients received an osteoporosis risk assessment via a patient portal, and if
meeting established criteria, notified of need for follow-up from the provider.",Community/Population Health,"All visits with patients aged 18 years or over at the time of the visit where the patient received an
osteoporosis risk assessment via a patient portal or PHR.

Numerator Quality-Data Coding Options for Reporting Satisfactorily
Performance Met:
MM15A Patient received osteoporosis risk assessment; follow-up required
and provided
OR
Performance Not Met:
MM15B1 Patient did not receive an osteoporosis risk assessment
MM15B2 Patient received an osteoporosis risk assessment; follow-up
required and NOT provided","All patients aged 18 years or older with a visit during the measurement period and meeting the
criteria for osteoporosis screening established by AHRQ, AACE, and NOF*.

*AHRQ - Agency for Healthcare Research and Quality
AACE - American Association of Clinical Endocrinologists
NOF - National Osteoporosis Foundation

Denominator Criteria (Eligible Cases):
Patients aged ≥ 18 years on date of encounter
AND
Patient meets the current screening requirements for osteoporosis screening established
by AHRQ, AACE, and NOF",None,None,None,1,simple average of the performance rates submitted,Outcome,,Outcome,N,Y,N,N,N,No,MiraMed
9181695,MiraMed,MIRAMED11,Screening and patient education for patients meeting guidelines for Colorectal Cancer screening,"Percentage of patients receiving a colon cancer screening risk assessment via a patient portal, and if meeting established criteria, notified of need for follow up from the provider.",Community/Population Health,"All visits with patients aged 18 years of age or over at the time of visit where the patient receives
an electronic patient portal or PHR that included colon cancer risk assessment, including ability
to input or edit relevant family history and problem list risk factors.

Numerator Quality-Data Coding Options for Reporting Satisfactorily
Performance Met:
MM11A1 Patient received a colon cancer screening risk assessment; followup
required and provided
MM11A2 Patient received a colon cancer screening risk assessment; follow up NOT required
OR
Performance Not Met:
MM11B1 Patient did NOT receive a colon cancer screening risk assessment
MM11B2 Patient received a colon cancer screening","All patients aged 18 years or older with a visit during the measurement period and meeting the criteria for colorectal cancer screening established by AHRQ, ACS, and NCCN*. 

*AHRQ - Agency for Healthcare Research and Quality 
ACS - American Cancer Society 
NCCN - National Comprehensive Cancer Network 

Denominator Criteria (Eligible Cases):
Patients aged ≥ 18 years on date of encounter
AND
Patient meets the current screening requirements for colorectal cancer screening
established by the AHRQ, ACS, and NCCN",None,None,None,1,simple average of the performance rates submitted,Outcome,,Outcome,N,Y,N,N,N,No,MiraMed
7881104,MN Community Measurement,"MNCM1
",Optimal Diabetes Care,"The percentage of patients 18‐75 years of age who had a diagnosis of type 1 or type 2 diabetes and whose diabetes  was optimally managed during the measurement period as defined by achieving ALL of the following:  
>HbA1c less than 8.0 mg/dL                                                                                                                                                         > Blood Pressure less than 140/90 mmHg                                                                                                                              >On a statin medication, unless allowed contraindications or exceptions are present  
>Non‐tobacco user                                                                                                                                                            >Patient with ischemic vascular disease is on daily aspirin or anti‐platelets, unless allowed contraindications or  exceptions are present  ",Effective Clinical Care,"The number of patients in the denominator whose diabetes was optimally managed during the measurement period  as defined by achieving ALL of the following:               *The most recent HbA1c in the measurement period has a value less than 8.0 mg/dL                                       * The most recent Blood Pressure in the measurement period has a systolic value of less than 140 mmHg AND a  diastolic value of less than 90 mmHg                                          *On a statin medication, unless allowed contraindications or exceptions are present                      * Patient is not a tobacco user   *Patient with ischemic vascular disease (Ischemic Vascular Disease Value Set) is on daily aspirin or anti‐platelets,  unless allowed contraindications or exceptions are present ","Eligible Population:                               Eligible Specialties: Family Medicine, Internal Medicine, Geriatric Medicine, Endocrinology                                                Eligible Providers: Medical Doctor (MD), Doctor of Osteopathy (DO), Physician Assistant (PA), Advanced Practice  Registered Nurses (APRN)                          Ages:  18 years or older at the start of the measurement period AND less than 76 years at the end of the  measurement period 
Diagnosis: Patient had a diagnosis of diabetes (Diabetes Value Set) with any contact during the current or prior  measurement period OR had diabetes (Diabetes Value Set) present on an active problem list at any time during  the measurement period.                                                      Event:  At least one established patient office visit (Established Pt Diabetes & Vasc Value Set) performed or  supervised by an eligible provider in an eligible specialty for any reason during the measurement period  ","Allowable Exclusions:  The following exclusions are allowed to be applied to the eligible population: 
* Patient was a permanent nursing home resident at any time during the measurement period  
* Patient was in hospice or receiving palliative care at any time during the measurement period  
* Patient died prior to the end of the measurement period  
* Patient was pregnant (Diabetes with Pregnancy Value Set) at any time during measurement period  
* Documentation that diagnosis was coded in error 
* Patient had only urgent care visits during the measurement period  ",None,None,1,,Composite,High Priority,Outcome,N,Y,N,N,N,No,MN Community Measurement
7881104,MN Community Measurement,MNCM2,Optimal Vascular Care,"The percentage of patients 18-75 years of age who had a diagnosis of ischemic vascular disease (IVD) and whose IVD was optimally managed during the measurement period as defined by achieving ALL of the following: 
* Blood Pressure less than 140/90 mmHg 
* On a statin medication, unless allowed contraindications or exceptions are present 
* Non-tobacco user 
*On daily aspirin or anti-platelets, unless allowed contraindications or exceptions are present 
",Effective Clinical Care,"The number of patients in the denominator whose IVD was optimally managed during the measurement period as defined by achieving ALL of the following:
*The most recent Blood Pressure in the measurement period has a systolic value of less than 140 mmHg AND a diastolic value of less than 90 mmHg
*On a statin medication, unless allowed contraindications or exceptions are present
* Patient is not a tobacco user
* On daily aspirin or anti-platelets, unless allowed contraindications or exceptions are present
","Eligible Population:
Eligible Specialties: Family Medicine, Internal Medicine, Geriatric Medicine, Cardiology
Eligible Providers: Medical Doctor (MD), Doctor of Osteopathy (DO), Physician Assistant (PA), Advanced Practice Registered Nurses (APRN)                            Ages:  18 years or older at the start of the measurement period AND less than 76 years at the end of the measurement period
Diagnosis: Patient had a diagnosis of ischemic vascular disease (Ischemic Vascular Disease Value Set) with any contact during the current or prior measurement period OR had ischemic vascular disease (Ischemic Vascular Disease Value Set) present on an active problem list at any time during the measurement period.                                      Event:  At least one established patient office visit (Established Pt Diabetes & Vasc Value Set) performed or supervised by an eligible provider in an eligible specialty for any reason during the measurement period
","Allowable Exclusions:
The following exclusions are allowed to be applied to the eligible population:
* Patient was a permanent nursing home resident at any time during the measurement period
* Patient was in hospice or receiving palliative care at any time during the measurement period
* Patient died prior to the end of the measurement period
* Documentation that diagnosis was coded in error
* Patient had only urgent care visits during the measurement period",None,None,1,,Composite,High Priority,Outcome,N,Y,N,N,N,No,MN Community Measurement
7881104,MN Community Measurement,MNCM3,Optimal Asthma Control,"Rate 1: The percentage of pediatric (5-17 years of age) patients who had a diagnosis of asthma and whose asthma was optimally controlled during the measurement period as defined by achieving BOTH of the following:
•Asthma well-controlled as defined by the most recent asthma control tool result available during the measurement period 
•Patient not at elevated risk of exacerbation as defined by less than two emergency department visits and/or hospitalizations due to asthma in the last 12 months

Rate 2: The percentage of adult (18-50 years of age) patients who had a diagnosis of asthma and whose asthma was optimally controlled during the measurement period as defined by achieving BOTH of the following:
•Asthma well-controlled as defined by the most recent asthma control tool result available during the measurement period 
•Patient not at elevated risk of exacerbation as defined by less than two emergency department visits and/or hospitalizations due to asthma in the last 12 months
",Effective Clinical Care,"The number of   patients in the denominator whose asthma was optimally controlled during the measurement period as defined by achieving BOTH of the following: 
1. Asthma well -controlled as defined by the most recent asthma control tool result during the Measurement period: 
• Asthma Control Test (ACT) greater than or   equal to 20 (patients 12 years of    age and older)
• Childhood Asthma Control Test (C-ACT) greater than or   equal to 20 (patients   11 years of   age and younger)
• Asthma Control Questionnaire (ACQ) less than or equal to 0.75 (patients 17   years of age and   older)
• Asthma Therapy Assessment Questionnaire (ATAQ) equal to 0 – Pediatric (5 to 17 years of age) or   Adult (18 years of age and older). 
2. Patient not at elevated risk of   exacerbation as defined by less than two patient reported emergency department visits  and/or hospitalizations due to asthma in the  last 12  months
","Eligible Population:
Eligible Specialties: Family Medicine, Internal Medicine, Pediatrics, Allergy/Immunology, Pulmonology
Eligible Providers: Medical Doctor (MD), Doctor of Osteopathy (DO), Physician Assistant (PA), Advanced Practice Registered Nurses (APRN)
Ages:  5 years or older at the start of the measurement period AND less than 51 years at the end of the measurement period
Event:  At least one established patient office visit (Established Pt Asthma Value Set) performed or supervised by an eligible provider in an eligible specialty for any reason during the measurement period

","The following exclusions must be applied to the eligible population:
• Patient had a diagnosis of cystic fibrosis, COPD, emphysema or acute respiratory failure (Obstructive Lung and Respiratory Failure Value Set)
The following exclusions are allowed to be applied to the eligible population:   
• Patient was a permanent nursing home resident at any time during the measurement period
• Patient was in hospice or receiving palliative care at any time during the measurement period
• Patient died prior to the end of the measurement period
• Documentation that diagnosis was coded in error
• Patient had only urgent care visits during the measurement period",None,None,2,weighted average,Outcome,High Priority,Outcome,N,Y,N,N,N,No,MN Community Measurement
7881104,MN Community Measurement,MNCM4,Diabetes Hemoglobin A1c Poor Control (>9.0%),"The percentage of patients 18-75 years of age who had a diagnosis of type 1 or type 2 diabetes and whose A1c (HbA1c) was in poor control (> 9.0%)
*HbA1c greater than 9.0 mg/dL",Effective Clinical Care,"The number of patients in the denominator whose A1c (HbA1c) was in poor control (> 9.0%)

*The most recent HbA1c in the measurement period has a value greater than 9.0 mg/dL","Eligible Population:
Eligible Specialties: Family Medicine, Internal Medicine, Geriatrice Medicine, Endocrinology
Eligible Providers: Medical Doctor (MD), Doctor of Osteopathy (DO), Physician Assistant (PA), Advanced Practice Registered Nurses (APRN)
Ages:18 years or older at the start of the measurement period AND less than 76 years at the end of the measurement period
Diagnosis: Patient had a diagnosis of diabetes (Diabetes Value Set) with any contact during the current or prior measurement period OR had diabetes (Diabetes Value Set) present on an active problem list at any time during the measurement period.
Event:  At least one established patient office visit (Established Pt Diabetes & Vasc Value Set) performed or supervised by an eligible provider in an eligible specialty for any reason during the measurement period
","The following exclusions are allowed to be applied to the eligible population: 
* Patient was a permanent nursing home resident at any time during the measurement period
* Patient was in hospice or receiving palliative care at any time during the measurement period
* Patient died prior to the end of the measurement period
* Patient was pregnant (Diabetes with Pregnancy Value Set) at any time during measurement period
* Documentation that diagnosis was coded in error
* Patient had only urgent care visits during the measurement period",None,None,1,,Outcome,High Priority,Outcome,Y,Y,N,N,N,No,MN Community Measurement
7881104,MN Community Measurement,MNCM5,Ischemic (IVD): Use of Aspirin or Another Antiplatelet,"The percentage of patients 18-75 years of age who had a diagnosis of ischemic vascular disease (IVD) and are on daily aspirin or anti-platelets, unless allowed contraindications or exceptions are present.

On daily aspirin or anti-platelets, unless allowed contraindications or exceptions are present",Effective Clinical Care,"The number of patients in the denominator who are on daily aspirin or anti-platelets unless exceptions or contraindications present
*On daily aspirin or anti-platelets, unless allowed contraindications or exceptions are present","Eligible Population:
Eligible Specialties: Family Medicine, Internal Medicine, Geriatric Medicine, Cardiology
Eligible Providers: Medical Doctor (MD), Doctor of Osteopathy (DO), Physician Assistant (PA), Advanced Practice Registered Nurses (APRN)
Ages:18 years or older at the start of the measurement period AND less than 76 years at the end of the measurement period
Diagnosis: Patient had a diagnosis of ischemic vascular disease (Ischemic Vascular Disease Value Set) with any contact during the current or prior measurement period OR had ischemic vascular disease (Ischemic Vascular Disease Value Set) present on an active problem list at any time during the measurement period.
Event:  At least one established patient office visit (Established Pt Diabetes & Vasc Value Set) performed or supervised by an eligible provider in an eligible specialty for any reason during the measurement period","Allowable Exclusions:
The following exclusions are allowed to be applied to the eligible population:
* Patient was a permanent nursing home resident at any time during the measurement period
* Patient was in hospice or receiving palliative care at any time during the measurement period
* Patient died prior to the end of the measurement period
* Documentation that diagnosis was coded in error
* Patient had only urgent care visits during the measurement period","Allowable Numerator Exceptions:
* Prescribed anti-coagulant medication during the measurement period
* History of gastrointestinal bleeding
* History of intracranial bleeding
* Bleeding disorder
* Other provider documented reason: allergy to aspirin or anti-platelets
* Other provider documented reason: use of non-steroidal anti-inflammatory agents
* Other provider documented reason: documented risk for drug interaction with a medication taken during the measurement period. 
* Other provider documented reason: uncontrolled hypertension (systolic blood pressure greater than 180 mmHg and/or diastolic blood pressure greater than 110 mmHg)
* Other provider documented reason: gastroesophageal reflux disease (GERD)

Note: patients who have these conditions documented reamin in the denominator and receive numerator credit (numerator pass)",None,1,,Process,,,N,Y,N,N,N,No,MN Community Measurement
4454298,"MSN Healthcare Solutions, LLC",MSN6,Report Turnaround Time: Facility CT,Mean CT report turnaround time (RTAT).,Communication and Care Coordination,"The percentage of tests transmitted within a <time frame> 

Numerator Data Elements Date/time of exam completion; Date/time of report transmission

","Total number of CT exams completed 

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN11,Report Turnaround Time: Non-Facility CT,Mean CT report turnaround time (RTAT).,Communication and Care Coordination,"The percentage of tests transmitted within a <time frame> 

Numerator Data Elements Date/time of exam completion; Date/time of report transmission

","Total number of CT exams completed 

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN5,Report Turnaround Time: Facility MRI,Mean MRI report turnaround time (RTAT).,Communication and Care Coordination,"The percentage of tests transmitted within a <time frame> 

Numerator Data Elements Date/time of exam completion; Date/time of report transmission
","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN10,Report Turnaround Time: Non-Facility MRI,Mean MRI report turnaround time (RTAT).,Communication and Care Coordination,"The percentage of tests transmitted within a <time frame> 

Numerator Data Elements Date/time of exam completion; Date/time of report transmission
","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN7,Report Turnaround Time: Facility PET,Mean PET report turnaround time (RTAT).,Communication and Care Coordination,"The percentage of tests transmitted within a <time frame>  

Numerator Data Elements Date/ exam completion; Date/time of report transmission
","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN12,Report Turnaround Time: Non-Facility PET,Mean PET report turnaround time (RTAT).,Communication and Care Coordination,"The percentage of tests transmitted within a <time frame>  

Numerator Data Elements Date/ exam completion; Date/time of report transmission
","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN8,Report Turnaround Time: Non-Facility Radiography (Excluding Mammography),"Mean radiography report turnaround time (RTAT).
      (Does not include mammography.)
",Communication and Care Coordination,"The percentage of tests transmitted within a <time frame>  

Numerator Data Elements Date/time of exam completion; Date/time of report transmission
","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN3,Report Turnaround Time: Facility Radiography (Excluding Mammography),"Mean radiography report turnaround time (RTAT).
 (Does not include mammography.)
",Communication and Care Coordination,"The percentage of tests transmitted within a <time frame> 

Numerator Data Elements: Date/time of exam completion; Date/time of report signed
","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN4,Report Turnaround Time: Facility Ultrasound (Excluding Breast US),Mean Ultrasound turnaround time (RTAT),Communication and Care Coordination,"The percentage of tests transmitted within a <time frame>  

Numerator Data Elements Date/time of exam completion; Date/time of report transmission","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",MSN9,Report Turnaround Time: Non-Facility Ultrasound (Excluding Breast US),Mean Ultrasound turnaround time (RTAT),Communication and Care Coordination,"The percentage of tests transmitted within a <time frame>  

Numerator Data Elements Date/time of exam completion; Date/time of report transmission","Total number of radiography exams completed

Denominator Data Elements Exam modality or CPT/HCPCS Code or ICD-10 PCS
 Code; Date/time of exam completion
",None,None,None,1,Simple average of the performance rates submitted and this is an in inverse measure.,Outcome,,Outcome,Y,N,Y,N,N,No,"MSN Healthcare Solutions, LLC"
4454298,"MSN Healthcare Solutions, LLC",AQI34,Perioperative Cardiac Arrest - INVERSE MEASURE,"Percentage of patients, regardless of age, who undergo a procedure under anesthesia and who experience a cardiac arrest under the care of a qualified anesthesia provider prior to anesthesia end time ",Patient Safety,"Patients who experienced an unanticipated cardiac arrest under the care of a qualified anesthesia provider prior to anesthesia end time**. 

 Definition: Cardiac arrest is the unplanned cessation of the mechanical activity of the heart as confirmed by the absence of signs of effective circulation. Cardiac compression and/or defibrillation may be required for treatment. 

 ** Anesthesia End (Finish) Time is the time at which the anesthesiologist turns over care of the patient to a post anesthesia care team (either PACU or ICU). This time ends when the anesthesia team is no longer furnishing anesthesia services to the patient, that is when the patient may be placed safely under postoperative care and when the anesthesia team has completed transfer of patient care. ","All patients, regardless of age, who undergo a procedure* under anesthesia.

Definition: *Any procedure including surgical, therapeutic or diagnostic
","Denominator Exclusions 
• Organ Donors as designated by ASA Physical Status 6 
• Cases with a documented planned cardiac arrest (i.e., use of CPT Code 99116 for deep hypothermia) ",None,None,1,N/A,Outcome,High Priority,Outcome,Y,Y,N,N,N,Yes,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR)
4454298,"MSN Healthcare Solutions, LLC",AQI35,Perioperative Mortality Rate - INVERSE MEASURE,"Percentage of patients, regardless of age, who undergo a procedure under anesthesia and who experience mortality under the care of an anesthesia provider prior to anesthesia end time. ",Patient Safety,"Patients who experience mortality under the care of an anesthesia provider prior to anesthesia end time.** 

 Definition: Death or mortality is defined as the irreversible cessation of all vital functions as indicated by permanent stoppage of the heart, respiration and brain activity; the end of life. 

 ** Anesthesia End (Finish) Time is the time at which the anesthesiologist turns over care of the patient to a post anesthesia care team (either PACU or ICU). This time ends when the anesthesia team is no longer furnishing anesthesia services to the patient, that is when the patient may be placed safely under postoperative care and when the anesthesia team has completed transfer of patient care. ","All patients, regardless of age, who undergo a procedure* under anesthesia.

Definition: *Any procedure including surgical, therapeutic or ","Denominator Exclusions 
• Organ Donors as designated by ASA Physical Status 6 ",None,None,1,N/A,Outcome,High Priority,Outcome,Y,Y,N,N,N,Yes,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR)
